ID_Activo,Fecha,Clase,Categoría,Subcategoría,Institución,Nombre_Producto,Moneda,Valor_Original,Tipo_Cambio_a_CLP,Valor_CLP,Ticker,Identificador_Cuenta,Detalle_Adicional
cta_estado_vista,9/4/2026,Activo,Circulante,Cuenta vista,banco estado,,CLP,318821,1,318821,,,
inv_estado_ahorro,9/4/2026,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,200000,1,200000,,,
cta_chile_vista,9/4/2026,Activo,Circulante,Cuenta vista,banco chile,,CLP,393,1,393,,,
cta_bice_vista,9/4/2026,Activo,Circulante,Cuenta vista,banco bice,,CLP,55727,1,55727,,,
acc_itau_enelchile,9/4/2026,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,1318702,1,1318702,enelchile,,
acc_itau_habitat,9/4/2026,Activo,Inversión Líquida,Acción,banco itau,habitat,CLP,1024301,1,1024301,HABITAT,,
ffm_itau_moneymarket,9/4/2026,Activo,Inversión Líquida,Fondo,banco itau,money market,CLP,25747,1,25747,,,
inv_coopeuch_cuotas,9/4/2026,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,787520,1,787520,,,
pas_cheque_pie_huanuco,9/4/2026,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,17490000,1,17490000,,,
efectivo_cash,1/5/2026,Activo,Circulante,Efectivo,cash,cash,CLP,350000,1,350000,,,
apv_soyfocus_arriesgado_a_25,1/5/2026,Activo,Activo Fijo,Apv,soyfocus,2025 octubre apv-a arriesgado - reg a,CLP,19523692,1,19523692,,,
cta_consorcio_vista,1/5/2026,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,55245704,1,55245704,,,
prestamo_s_castro,1/5/2026,Activo,Inversión Poco Líquida,Credito personal,sandor castro,,CLP,3000000,1,3000000,,,
pas_bci_hipotecario,1/5/2026,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,61911128,1,61911128,,,
pas_coopeuch_hipotecario,1/5/2026,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65707845,1,65707845,,,
cta_bci_cte,1/5/2026,Activo,Circulante,Cuenta corriente,banco bci,,CLP,262397,1,262397,,,
pas_bci_tdc_black,1/5/2026,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1112920,1,1112920,,,
ffm_bci_competitivo,1/5/2026,Activo,Inversión Líquida,Fondo,banco bci,bci competitivo,CLP,10013475,1,10013475,,,
cta_scotia_cte,1/5/2026,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,19470000,1,19470000,,,
pas_sii_impuestos,1/5/2026,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,UTM,177,70588,12494076,,,
prop_carmen_590,1/5/2026,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,40134,84280350,,,
prop_huanuco_2290,1/5/2026,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,40134,100333750,,,
afp_habitat_obligatorio,1/5/2026,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,50728992,1,50728992,,,
cta_estado_vista,1/5/2026,Activo,Circulante,Cuenta vista,banco estado,,CLP,299816,1,299816,,,
inv_estado_ahorro,1/5/2026,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,200000,1,200000,,,
cta_chile_vista,1/5/2026,Activo,Circulante,Cuenta vista,banco chile,,CLP,393,1,393,,,
cta_bice_vista,1/5/2026,Activo,Circulante,Cuenta vista,banco bice,,CLP,70008,1,70008,,,
inv_coopeuch_cuotas,1/5/2026,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,868480,1,868480,,,
pas_cheque_pie_huanuco,1/5/2026,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,16960000,1,16960000,,,
acc_itau_chile,1/5/2026,Activo,Inversión Líquida,Acción,banco itau,banco de chile,CLP,843400,1,843400,CHILE,,
acc_itau_enelchile,1/5/2026,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,1383781,1,1383781,enelchile,,
acc_itau_habitat,1/5/2026,Activo,Inversión Líquida,Acción,banco itau,habitat,CLP,1002710,1,1002710,HABITAT,,
ffm_itau_moneymarket,1/5/2026,Activo,Inversión Líquida,Fondo,banco itau,money market,CLP,732650,1,732650,,,
etf_itau_cfietfcc,1/5/2026,Activo,Inversión Líquida,Etf,banco itau,cfietfcc,CLP,10727500,1,10727500,CFIETFCC,,
etf_itau_cfietfcd,1/5/2026,Activo,Inversión Líquida,Etf,banco itau,cfietfcd,CLP,14096500,1,14096500,CFIETFCD,,
etf_itau_cfietfge,1/5/2026,Activo,Inversión Líquida,Etf,banco itau,cfietfge,CLP,6021000,1,6021000,CFIETFGE,,
etf_itau_cfinasdaq,1/5/2026,Activo,Inversión Líquida,Etf,banco itau,cfinasdaq,CLP,3936800,1,3936800,CFINASDAQ,,
alt_betterplan_independencia,1/5/2026,Activo,Inversión Poco Líquida,Fondo,betterplan,independencia rentas inmobiliarias,CLP,13493005,1,13493005,,,
alt_betterplan_mbi,1/5/2026,Activo,Inversión Poco Líquida,Fondo,betterplan,mbi deuda alternativa,CLP,10551372,1,10551372,,,
alt_betterplan_ameris,1/5/2026,Activo,Inversión Poco Líquida,Fondo,betterplan,ameris financiamiento corto plazo,CLP,5736379,1,5736379,,,
cta_betterplan_caja,1/5/2026,Activo,Caja para inversión,Caja para Inversión,betterplan,caja,CLP,350434,1,350434,,,
cta_por_cobrar_servicios,1/5/2026,Activo,Circulante,Cuentas por cobrar,Honorarios por cobrar,Boletas de servicios pendientes,CLP,820719,1,820719,,,
